Name,"Modified Time","Change Time","Access Time","Created Time",Size,"Flags(Dir)","Flags(Meta)",Known,Location,"MD5 Hash","SHA-256 Hash","MIME Type",Extension
"~$Booktaskforce.xlsx","2023-10-03 09:50:28 WAT","0000-00-00 00:00:00","2023-10-03 00:00:00 WAT","2023-10-03 09:50:26 WAT",165,Unallocated,Unallocated,unknown,"/img_D:/~$Booktaskforce.xlsx",,,,xlsx
"~$Booktaskforce.xlsx","2023-10-03 09:53:44 WAT","0000-00-00 00:00:00","2023-10-03 00:00:00 WAT","2023-10-03 09:52:38 WAT",165,Unallocated,Unallocated,unknown,"/img_D:/~$Booktaskforce.xlsx",,,,xlsx
_D1E9300,"2023-10-03 09:53:42 WAT","0000-00-00 00:00:00","2023-10-03 00:00:00 WAT","2023-10-03 10:06:50 WAT",258048,Unallocated,Unallocated,unknown,/img_D:/_D1E9300,,,,
_34A45F3.tmp,"2023-10-03 10:06:40 WAT","0000-00-00 00:00:00","2023-10-03 00:00:00 WAT","2023-10-03 10:06:50 WAT",730573,Unallocated,Unallocated,unknown,/img_D:/_34A45F3.tmp,,,,tmp
Booktaskforce.xlsx,"2023-10-03 09:53:42 WAT","0000-00-00 00:00:00","2023-10-03 00:00:00 WAT","2023-10-03 10:06:50 WAT",258048,Unallocated,Unallocated,unknown,"/img_D:/Booktaskforce.xlsx",,,,xlsx
"~$Booktaskforce.xlsx","2023-10-03 09:54:08 WAT","0000-00-00 00:00:00","2023-10-03 00:00:00 WAT","2023-10-03 09:52:38 WAT",165,Unallocated,Unallocated,unknown,"/img_D:/~$Booktaskforce.xlsx",,,,xlsx
"~$Booktaskforce.xlsx","2023-10-03 09:54:10 WAT","0000-00-00 00:00:00","2023-10-03 00:00:00 WAT","2023-10-03 09:52:38 WAT",165,Unallocated,Unallocated,unknown,"/img_D:/~$Booktaskforce.xlsx",,,,xlsx
"~$Booktaskforce.xlsx","2023-10-03 09:54:24 WAT","0000-00-00 00:00:00","2023-10-03 00:00:00 WAT","2023-10-03 09:52:38 WAT",165,Unallocated,Unallocated,unknown,"/img_D:/~$Booktaskforce.xlsx",,,,xlsx
"~$Booktaskforce.xlsx","2023-10-03 09:55:26 WAT","0000-00-00 00:00:00","2023-10-03 00:00:00 WAT","2023-10-03 09:55:08 WAT",165,Unallocated,Unallocated,unknown,"/img_D:/~$Booktaskforce.xlsx",,,,xlsx
_0BF9300,"2023-10-03 09:55:26 WAT","0000-00-00 00:00:00","2023-10-03 00:00:00 WAT","2023-10-03 10:06:50 WAT",258048,Unallocated,Unallocated,unknown,/img_D:/_0BF9300,,,,
_AEE396C.tmp,"2023-10-03 09:53:42 WAT","0000-00-00 00:00:00","2023-10-03 00:00:00 WAT","2023-10-03 10:06:50 WAT",258048,Unallocated,Unallocated,unknown,/img_D:/_AEE396C.tmp,,,,tmp
"AMZ Task 2.xlsx","2023-10-03 09:55:26 WAT","0000-00-00 00:00:00","2023-10-18 00:00:00 WAT","2023-10-03 10:06:50 WAT",258048,Unallocated,Unallocated,unknown,"/img_D:/AMZ Task 2.xlsx",,,,xlsx
_263B410,"2023-10-03 12:11:04 WAT","0000-00-00 00:00:00","2023-10-03 00:00:00 WAT","2023-10-03 11:58:55 WAT",1045408,Unallocated,Unallocated,unknown,/img_D:/_263B410,,,,
_DBD50BA.tmp,"2023-10-03 11:58:34 WAT","0000-00-00 00:00:00","2023-10-03 00:00:00 WAT","2023-10-03 11:58:55 WAT",1044856,Unallocated,Unallocated,unknown,/img_D:/_DBD50BA.tmp,,,,tmp
_NAMBR~1.XLS,"2024-01-22 17:48:16 WAT","0000-00-00 00:00:00","2024-01-23 00:00:00 WAT","2024-01-22 15:07:35 WAT",26162,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_NAMBR~1.XLS",,,,xls
"_$ANAM~1.XLS","2024-01-23 14:45:06 WAT","0000-00-00 00:00:00","2024-01-23 00:00:00 WAT","2024-01-23 14:45:05 WAT",165,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_$ANAM~1.XLS",,,,xls
_A088000,"2024-01-23 15:10:26 WAT","0000-00-00 00:00:00","2024-01-23 00:00:00 WAT","2024-01-22 15:07:35 WAT",26158,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_A088000",,,,
_F5729FD.tmp,"2024-01-22 17:48:16 WAT","0000-00-00 00:00:00","2024-01-23 00:00:00 WAT","2024-01-22 15:07:35 WAT",26162,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_F5729FD.tmp",,,,tmp
_NAMBR~1.XLS,"2024-01-23 15:10:26 WAT","0000-00-00 00:00:00","2024-01-23 00:00:00 WAT","2024-01-22 15:07:35 WAT",26158,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_NAMBR~1.XLS",,,,xls
"_$AZIZ~1.XLS","2023-10-31 12:31:06 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-02-14 09:24:02 WAT",165,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_$AZIZ~1.XLS",,,,xls
"_$ZIZU~1.XLS","2024-01-08 19:14:22 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-02-14 09:24:02 WAT",165,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_$ZIZU~1.XLS",,,,xls
_PE,"2024-01-10 19:10:32 WAT","0000-00-00 00:00:00","2024-02-14 00:00:00 WAT","2024-02-14 09:24:02 WAT",4096,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_PE",,,,
"[current folder]","2024-01-10 19:10:32 WAT","0000-00-00 00:00:00","2024-02-14 00:00:00 WAT","2024-02-14 09:24:02 WAT",4096,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_PE/.",,,,
"[parent folder]","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,Allocated,unknown,"/img_D:/$OrphanFiles/_PE/..",,,,
_ECORDS,"2024-02-13 09:34:16 WAT","0000-00-00 00:00:00","2024-02-22 00:00:00 WAT","2024-02-14 09:24:02 WAT",4096,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS",,,,
"[current folder]","2024-02-13 09:34:16 WAT","0000-00-00 00:00:00","2024-02-22 00:00:00 WAT","2024-02-14 09:24:02 WAT",4096,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/.",,,,
"[parent folder]","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",0,Unallocated,Allocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/..",,,,
"alhassan cr-new.xlsx","2023-11-11 22:54:48 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-02-14 09:24:02 WAT",93700,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/alhassan cr-new.xlsx",,,,xlsx
"AZEES 16.xlsx","2023-10-17 06:06:14 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-02-14 09:24:03 WAT",20884,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/AZEES 16.xlsx",,,,xlsx
AZIZ19.xlsx,"2023-10-22 23:58:36 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-02-14 09:24:04 WAT",150341,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/AZIZ19.xlsx",,,,xlsx
aziz26.xlsx,"2023-10-29 13:25:36 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-02-14 09:24:04 WAT",109761,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/aziz26.xlsx",,,,xlsx
AZIZ31.xlsx,"2023-11-01 19:06:44 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-02-14 09:24:04 WAT",37837,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/AZIZ31.xlsx",,,,xlsx
AZZZZ.xlsx,"2023-11-02 20:29:04 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-02-14 09:24:04 WAT",28295,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/AZZZZ.xlsx",,,,xlsx
"Zizu CR NEW.xlsx","2023-11-30 14:26:18 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-02-14 09:24:06 WAT",62976,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/Zizu CR NEW.xlsx",,,,xlsx
"ZIZU MODIFICATION.xlsx","2023-10-23 00:12:56 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-02-14 09:24:07 WAT",48315,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/ZIZU MODIFICATION.xlsx",,,,xlsx
ZIZU.xlsx,"2024-01-10 22:52:20 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-02-14 09:24:10 WAT",45056,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/ZIZU.xlsx",,,,xlsx
ZIZU_22_24.xlsx,"2024-02-22 17:50:50 WAT","0000-00-00 00:00:00","2024-02-22 00:00:00 WAT","2024-02-22 17:50:49 WAT",0,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/ZIZU_22_24.xlsx",,,,xlsx
"~$ZIZU_22_24.xlsx","2024-02-22 17:50:54 WAT","0000-00-00 00:00:00","2024-02-22 00:00:00 WAT","2024-02-22 17:50:50 WAT",165,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/~$ZIZU_22_24.xlsx",,,,xlsx
_396C000,"2024-02-22 17:50:54 WAT","0000-00-00 00:00:00","2024-02-22 00:00:00 WAT","2024-02-22 17:50:51 WAT",24176,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/_396C000",,,,
ZIZU_22_24.xlsx,"2024-02-22 17:50:54 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-02-22 17:50:49 WAT",24176,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/ZIZU_22_24.xlsx",,,,xlsx
"ABDUL ZIZOU.xlsx","2024-03-05 15:04:34 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-03-13 10:07:15 WAT",28025,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/ABDUL ZIZOU.xlsx",,,,xlsx
ABDZZZ.xlsx,"2024-03-07 00:23:42 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-03-13 10:07:17 WAT",23127,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/ABDZZZ.xlsx",,,,xlsx
ZIZOU.xlsx,"2024-03-06 00:23:16 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-03-13 10:07:17 WAT",15734,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/ZIZOU.xlsx",,,,xlsx
"zizu february.xlsx","2024-02-23 19:10:40 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-03-13 10:07:17 WAT",41563,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/zizu february.xlsx",,,,xlsx
"~$ABDUL ZIZOU.xlsx","2024-03-05 08:10:42 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-03-13 10:07:17 WAT",165,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/~$ABDUL ZIZOU.xlsx",,,,xlsx
"~$zizu february.xlsx","2024-02-23 19:11:34 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-03-13 10:07:17 WAT",165,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/~$zizu february.xlsx",,,,xlsx
"~$ZIZU_22_24.xlsx","2024-02-22 18:39:06 WAT","0000-00-00 00:00:00","2024-03-13 00:00:00 WAT","2024-03-13 10:07:17 WAT",165,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ECORDS/~$ZIZU_22_24.xlsx",,,,xlsx
_ERRIT~1,"2024-02-13 13:25:30 WAT","0000-00-00 00:00:00","2024-02-14 00:00:00 WAT","2024-02-14 09:24:11 WAT",0,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/_ERRIT~1",,,,
"^^^^U^^^.^^(","1980-02-23 00:03:52 WAT","0000-00-00 00:00:00","1980-03-13 00:00:00 WAT","1980-04-04 00:00:52 WAT",13959290,Unallocated,Unallocated,unknown,"/img_D:/$OrphanFiles/^^^^U^^^.^^(",,,,"^^("
